ts,device_id,topic,m_key,m_value
"""2025-10-14T11:39:35.000Z""",cnc,cnc/lathe/programpercent,lathe,6
"""2025-10-14T11:39:35.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:39:35.000Z""",demodata,demodata/hump,hump,13
"""2025-10-14T11:39:36.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:36.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:36.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:39:36.000Z""",demodata,demodata/hump,hump,24
"""2025-10-14T11:39:37.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:37.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:37.000Z""",cncmqtt,cncmqtt/temp,temp,30
"""2025-10-14T11:39:37.000Z""",cncmqtt,cncmqtt/hump,hump,16
"""2025-10-14T11:39:37.000Z""",cnc,cnc/lathe/x,lathe,60.06
"""2025-10-14T11:39:37.000Z""",cnc,cnc/lathe/programpercent,lathe,8
"""2025-10-14T11:39:37.000Z""",cnc,cnc/lathe/z,lathe,4.63
"""2025-10-14T11:39:37.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:39:37.000Z""",demodata,demodata/hump,hump,12
"""2025-10-14T11:39:38.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:38.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:38.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:39:38.000Z""",demodata,demodata/hump,hump,23
"""2025-10-14T11:39:39.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:39.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:39.000Z""",cncmqtt,cncmqtt/temp,temp,26
"""2025-10-14T11:39:39.000Z""",cncmqtt,cncmqtt/hump,hump,13
"""2025-10-14T11:39:39.000Z""",cnc,cnc/lathe/x,lathe,46.07
"""2025-10-14T11:39:39.000Z""",cnc,cnc/lathe/z,lathe,-0.99
"""2025-10-14T11:39:39.000Z""",cnc,cnc/lathe/programpercent,lathe,11
"""2025-10-14T11:39:39.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:39:39.000Z""",demodata,demodata/hump,hump,16
"""2025-10-14T11:39:40.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:40.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:40.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:39:40.000Z""",demodata,demodata/hump,hump,22
"""2025-10-14T11:39:41.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:41.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:41.000Z""",cncmqtt,cncmqtt/temp,temp,26
"""2025-10-14T11:39:41.000Z""",cncmqtt,cncmqtt/hump,hump,20
"""2025-10-14T11:39:41.000Z""",cnc,cnc/lathe/x,lathe,42.85
"""2025-10-14T11:39:41.000Z""",cnc,cnc/lathe/z,lathe,4.33
"""2025-10-14T11:39:41.000Z""",cnc,cnc/lathe/programpercent,lathe,13
"""2025-10-14T11:39:41.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:39:41.000Z""",demodata,demodata/hump,hump,23
"""2025-10-14T11:39:42.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:42.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:42.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:39:42.000Z""",demodata,demodata/hump,hump,30
"""2025-10-14T11:39:43.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:43.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:43.000Z""",cncmqtt,cncmqtt/temp,temp,25
"""2025-10-14T11:39:43.000Z""",cncmqtt,cncmqtt/hump,hump,17
"""2025-10-14T11:39:43.000Z""",cnc,cnc/lathe/x,lathe,18.26
"""2025-10-14T11:39:43.000Z""",cnc,cnc/lathe/programpercent,lathe,15
"""2025-10-14T11:39:43.000Z""",cnc,cnc/lathe/z,lathe,-7.53
"""2025-10-14T11:39:43.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:39:43.000Z""",demodata,demodata/hump,hump,29
"""2025-10-14T11:39:44.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:44.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:44.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:39:44.000Z""",demodata,demodata/hump,hump,21
"""2025-10-14T11:39:45.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:45.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:45.000Z""",cncmqtt,cncmqtt/temp,temp,27
"""2025-10-14T11:39:45.000Z""",cncmqtt,cncmqtt/hump,hump,13
"""2025-10-14T11:39:45.000Z""",cnc,cnc/lathe/x,lathe,-13.16
"""2025-10-14T11:39:45.000Z""",cnc,cnc/lathe/programpercent,lathe,18
"""2025-10-14T11:39:45.000Z""",cnc,cnc/lathe/z,lathe,-0.12
"""2025-10-14T11:39:45.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:39:45.000Z""",demodata,demodata/hump,hump,20
"""2025-10-14T11:39:46.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:46.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:46.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:39:46.000Z""",demodata,demodata/hump,hump,20
"""2025-10-14T11:39:47.000Z""",sensor,sensor/t5,t5,20.3
"""2025-10-14T11:39:47.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:47.000Z""",cncmqtt,cncmqtt/temp,temp,27
"""2025-10-14T11:39:47.000Z""",cncmqtt,cncmqtt/hump,hump,27
"""2025-10-14T11:39:47.000Z""",cnc,cnc/lathe/x,lathe,54.93
"""2025-10-14T11:39:47.000Z""",cnc,cnc/lathe/z,lathe,6.03
"""2025-10-14T11:39:47.000Z""",cnc,cnc/lathe/programpercent,lathe,20
"""2025-10-14T11:39:47.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:39:47.000Z""",demodata,demodata/hump,hump,11
"""2025-10-14T11:39:48.000Z""",sensor,sensor/t5,t5,20.3
"""2025-10-14T11:39:48.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:48.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:39:48.000Z""",demodata,demodata/hump,hump,29
"""2025-10-14T11:39:49.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:49.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:49.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:39:49.000Z""",cncmqtt,cncmqtt/hump,hump,19
"""2025-10-14T11:39:49.000Z""",cnc,cnc/lathe/x,lathe,45.78
"""2025-10-14T11:39:49.000Z""",cnc,cnc/lathe/z,lathe,-5.26
"""2025-10-14T11:39:49.000Z""",cnc,cnc/lathe/programpercent,lathe,23
"""2025-10-14T11:39:49.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:39:49.000Z""",demodata,demodata/hump,hump,17
"""2025-10-14T11:39:50.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:50.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:50.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:39:50.000Z""",demodata,demodata/hump,hump,19
"""2025-10-14T11:39:51.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:51.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:51.000Z""",cncmqtt,cncmqtt/temp,temp,25
"""2025-10-14T11:39:51.000Z""",cncmqtt,cncmqtt/hump,hump,22
"""2025-10-14T11:39:51.000Z""",cnc,cnc/lathe/x,lathe,52.82
"""2025-10-14T11:39:51.000Z""",cnc,cnc/lathe/z,lathe,-4.88
"""2025-10-14T11:39:51.000Z""",cnc,cnc/lathe/programpercent,lathe,26
"""2025-10-14T11:39:51.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:39:51.000Z""",demodata,demodata/hump,hump,18
"""2025-10-14T11:39:52.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:52.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:52.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:39:52.000Z""",demodata,demodata/hump,hump,23
"""2025-10-14T11:39:53.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:53.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:53.000Z""",cncmqtt,cncmqtt/temp,temp,26
"""2025-10-14T11:39:53.000Z""",cncmqtt,cncmqtt/hump,hump,17
"""2025-10-14T11:39:53.000Z""",cnc,cnc/lathe/x,lathe,78.06
"""2025-10-14T11:39:53.000Z""",cnc,cnc/lathe/z,lathe,7.05
"""2025-10-14T11:39:53.000Z""",cnc,cnc/lathe/programpercent,lathe,28
"""2025-10-14T11:39:53.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:39:53.000Z""",demodata,demodata/hump,hump,24
"""2025-10-14T11:39:54.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:54.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:54.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:39:54.000Z""",demodata,demodata/hump,hump,26
"""2025-10-14T11:39:55.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:39:55.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:55.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:39:55.000Z""",cncmqtt,cncmqtt/hump,hump,23
"""2025-10-14T11:39:55.000Z""",cnc,cnc/lathe/z,lathe,0.01
"""2025-10-14T11:39:55.000Z""",cnc,cnc/lathe/x,lathe,-17.3
"""2025-10-14T11:39:55.000Z""",cnc,cnc/lathe/programpercent,lathe,31
"""2025-10-14T11:39:55.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:39:55.000Z""",demodata,demodata/hump,hump,21
"""2025-10-14T11:39:56.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:39:56.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:56.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:39:56.000Z""",demodata,demodata/hump,hump,17
"""2025-10-14T11:39:57.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:57.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:57.000Z""",cncmqtt,cncmqtt/temp,temp,26
"""2025-10-14T11:39:57.000Z""",cncmqtt,cncmqtt/hump,hump,30
"""2025-10-14T11:39:57.000Z""",cnc,cnc/lathe/x,lathe,29.22
"""2025-10-14T11:39:57.000Z""",cnc,cnc/lathe/z,lathe,-0.08
"""2025-10-14T11:39:57.000Z""",cnc,cnc/lathe/programpercent,lathe,33
"""2025-10-14T11:39:57.000Z""",demodata,demodata/hump,hump,20
"""2025-10-14T11:39:57.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:39:58.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:58.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:58.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:39:58.000Z""",demodata,demodata/hump,hump,29
"""2025-10-14T11:39:59.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:39:59.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:39:59.000Z""",cncmqtt,cncmqtt/temp,temp,28
"""2025-10-14T11:39:59.000Z""",cncmqtt,cncmqtt/hump,hump,27
"""2025-10-14T11:39:59.000Z""",cnc,cnc/lathe/x,lathe,10.01
"""2025-10-14T11:39:59.000Z""",cnc,cnc/lathe/z,lathe,-2.73
"""2025-10-14T11:39:59.000Z""",demodata,demodata/hump,hump,11
"""2025-10-14T11:39:59.000Z""",cnc,cnc/lathe/programpercent,lathe,35
"""2025-10-14T11:39:59.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:40:00.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:00.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:00.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:40:00.000Z""",demodata,demodata/hump,hump,19
"""2025-10-14T11:40:01.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:01.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:01.000Z""",cncmqtt,cncmqtt/temp,temp,28
"""2025-10-14T11:40:01.000Z""",cncmqtt,cncmqtt/hump,hump,29
"""2025-10-14T11:40:01.000Z""",cnc,cnc/lathe/x,lathe,48.79
"""2025-10-14T11:40:01.000Z""",cnc,cnc/lathe/z,lathe,7.95
"""2025-10-14T11:40:01.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:40:01.000Z""",demodata,demodata/hump,hump,14
"""2025-10-14T11:40:01.000Z""",cnc,cnc/lathe/programpercent,lathe,37
"""2025-10-14T11:40:02.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:02.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:02.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:40:02.000Z""",demodata,demodata/hump,hump,30
"""2025-10-14T11:40:03.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:03.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:03.000Z""",cncmqtt,cncmqtt/temp,temp,25
"""2025-10-14T11:40:03.000Z""",cnc,cnc/lathe/x,lathe,18.93
"""2025-10-14T11:40:03.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:40:03.000Z""",cnc,cnc/lathe/z,lathe,0.75
"""2025-10-14T11:40:03.000Z""",cnc,cnc/lathe/programpercent,lathe,39
"""2025-10-14T11:40:03.000Z""",cncmqtt,cncmqtt/hump,hump,29
"""2025-10-14T11:40:03.000Z""",demodata,demodata/hump,hump,17
"""2025-10-14T11:40:04.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:04.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:04.000Z""",demodata,demodata/hump,hump,26
"""2025-10-14T11:40:04.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:40:05.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:05.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:05.000Z""",cncmqtt,cncmqtt/temp,temp,27
"""2025-10-14T11:40:05.000Z""",cnc,cnc/lathe/x,lathe,79.54
"""2025-10-14T11:40:05.000Z""",demodata,demodata/hump,hump,13
"""2025-10-14T11:40:05.000Z""",cnc,cnc/lathe/programpercent,lathe,41
"""2025-10-14T11:40:05.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:40:05.000Z""",cnc,cnc/lathe/z,lathe,8.81
"""2025-10-14T11:40:05.000Z""",cncmqtt,cncmqtt/hump,hump,15
"""2025-10-14T11:40:06.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:06.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:06.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:40:06.000Z""",demodata,demodata/hump,hump,15
"""2025-10-14T11:40:07.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:07.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:07.000Z""",cncmqtt,cncmqtt/temp,temp,25
"""2025-10-14T11:40:07.000Z""",cncmqtt,cncmqtt/hump,hump,28
"""2025-10-14T11:40:07.000Z""",cnc,cnc/lathe/x,lathe,46.04
"""2025-10-14T11:40:07.000Z""",cnc,cnc/lathe/z,lathe,-1.53
"""2025-10-14T11:40:07.000Z""",cnc,cnc/lathe/programpercent,lathe,43
"""2025-10-14T11:40:07.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:40:07.000Z""",demodata,demodata/hump,hump,20
"""2025-10-14T11:40:08.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:08.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:08.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:40:08.000Z""",demodata,demodata/hump,hump,15
"""2025-10-14T11:40:09.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:09.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:09.000Z""",cncmqtt,cncmqtt/temp,temp,28
"""2025-10-14T11:40:09.000Z""",cncmqtt,cncmqtt/hump,hump,29
"""2025-10-14T11:40:09.000Z""",cnc,cnc/lathe/programpercent,lathe,45
"""2025-10-14T11:40:09.000Z""",cnc,cnc/lathe/z,lathe,-2.17
"""2025-10-14T11:40:09.000Z""",cnc,cnc/lathe/x,lathe,4.02
"""2025-10-14T11:40:09.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:40:09.000Z""",demodata,demodata/hump,hump,22
"""2025-10-14T11:40:10.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:10.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:10.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:40:10.000Z""",demodata,demodata/hump,hump,13
"""2025-10-14T11:40:11.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:11.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:11.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:40:11.000Z""",cncmqtt,cncmqtt/hump,hump,17
"""2025-10-14T11:40:11.000Z""",cnc,cnc/lathe/x,lathe,6.72
"""2025-10-14T11:40:11.000Z""",cnc,cnc/lathe/z,lathe,0.24
"""2025-10-14T11:40:11.000Z""",cnc,cnc/lathe/programpercent,lathe,47
"""2025-10-14T11:40:11.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:40:11.000Z""",demodata,demodata/hump,hump,12
"""2025-10-14T11:40:12.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:12.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:12.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:40:12.000Z""",demodata,demodata/hump,hump,28
"""2025-10-14T11:40:13.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:13.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:13.000Z""",cncmqtt,cncmqtt/temp,temp,28
"""2025-10-14T11:40:13.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:40:13.000Z""",cncmqtt,cncmqtt/hump,hump,20
"""2025-10-14T11:40:13.000Z""",demodata,demodata/hump,hump,11
"""2025-10-14T11:40:13.000Z""",cnc,cnc/lathe/z,lathe,3.99
"""2025-10-14T11:40:13.000Z""",cnc,cnc/lathe/x,lathe,-20.07
"""2025-10-14T11:40:13.000Z""",cnc,cnc/lathe/programpercent,lathe,49
"""2025-10-14T11:40:14.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:14.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:14.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:40:14.000Z""",demodata,demodata/hump,hump,27
"""2025-10-14T11:40:15.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:15.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:15.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:40:15.000Z""",cncmqtt,cncmqtt/temp,temp,25
"""2025-10-14T11:40:15.000Z""",cncmqtt,cncmqtt/hump,hump,14
"""2025-10-14T11:40:15.000Z""",demodata,demodata/hump,hump,28
"""2025-10-14T11:40:15.000Z""",cnc,cnc/lathe/z,lathe,-5.93
"""2025-10-14T11:40:15.000Z""",cnc,cnc/lathe/x,lathe,13.19
"""2025-10-14T11:40:15.000Z""",cnc,cnc/lathe/programpercent,lathe,52
"""2025-10-14T11:40:16.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:16.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:16.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:40:16.000Z""",demodata,demodata/hump,hump,23
"""2025-10-14T11:40:17.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:17.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:17.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:40:17.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:40:17.000Z""",cnc,cnc/lathe/z,lathe,-3.07
"""2025-10-14T11:40:17.000Z""",cnc,cnc/lathe/x,lathe,66.86
"""2025-10-14T11:40:17.000Z""",demodata,demodata/hump,hump,11
"""2025-10-14T11:40:17.000Z""",cnc,cnc/lathe/programpercent,lathe,55
"""2025-10-14T11:40:17.000Z""",cncmqtt,cncmqtt/hump,hump,14
"""2025-10-14T11:40:18.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:18.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:18.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:40:18.000Z""",demodata,demodata/hump,hump,17
"""2025-10-14T11:40:19.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:19.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:19.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:40:19.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:40:19.000Z""",cnc,cnc/lathe/x,lathe,4.75
"""2025-10-14T11:40:19.000Z""",cncmqtt,cncmqtt/hump,hump,13
"""2025-10-14T11:40:19.000Z""",cnc,cnc/lathe/z,lathe,7.15
"""2025-10-14T11:40:19.000Z""",demodata,demodata/hump,hump,11
"""2025-10-14T11:40:19.000Z""",cnc,cnc/lathe/programpercent,lathe,58
"""2025-10-14T11:40:20.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:20.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:20.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:40:20.000Z""",demodata,demodata/hump,hump,15
"""2025-10-14T11:40:21.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:21.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:21.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:40:21.000Z""",cncmqtt,cncmqtt/temp,temp,26
"""2025-10-14T11:40:21.000Z""",cncmqtt,cncmqtt/hump,hump,24
"""2025-10-14T11:40:21.000Z""",cnc,cnc/lathe/x,lathe,-16.81
"""2025-10-14T11:40:21.000Z""",demodata,demodata/hump,hump,15
"""2025-10-14T11:40:21.000Z""",cnc,cnc/lathe/z,lathe,1.69
"""2025-10-14T11:40:21.000Z""",cnc,cnc/lathe/programpercent,lathe,60
"""2025-10-14T11:40:22.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:22.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:22.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:40:22.000Z""",demodata,demodata/hump,hump,18
"""2025-10-14T11:40:23.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:23.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:23.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:40:23.000Z""",cnc,cnc/lathe/z,lathe,-9.32
"""2025-10-14T11:40:23.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:40:23.000Z""",demodata,demodata/hump,hump,28
"""2025-10-14T11:40:23.000Z""",cnc,cnc/lathe/x,lathe,6.43
"""2025-10-14T11:40:23.000Z""",cncmqtt,cncmqtt/hump,hump,23
"""2025-10-14T11:40:23.000Z""",cnc,cnc/lathe/programpercent,lathe,62
"""2025-10-14T11:40:24.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:24.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:24.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:40:24.000Z""",demodata,demodata/hump,hump,30
"""2025-10-14T11:40:25.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:40:25.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:25.000Z""",cncmqtt,cncmqtt/temp,temp,25
"""2025-10-14T11:40:25.000Z""",cncmqtt,cncmqtt/hump,hump,24
"""2025-10-14T11:40:25.000Z""",demodata,demodata/hump,hump,29
"""2025-10-14T11:40:25.000Z""",cnc,cnc/lathe/x,lathe,38.13
"""2025-10-14T11:40:25.000Z""",cnc,cnc/lathe/z,lathe,1.98
"""2025-10-14T11:40:25.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:25.000Z""",cnc,cnc/lathe/programpercent,lathe,64
"""2025-10-14T11:40:26.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:26.000Z""",demodata,demodata/hump,hump,25
"""2025-10-14T11:40:26.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:40:26.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:27.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:40:27.000Z""",demodata,demodata/hump,hump,24
"""2025-10-14T11:40:27.000Z""",cncmqtt,cncmqtt/hump,hump,17
"""2025-10-14T11:40:27.000Z""",cnc,cnc/lathe/x,lathe,-6.54
"""2025-10-14T11:40:27.000Z""",cnc,cnc/lathe/z,lathe,-4.75
"""2025-10-14T11:40:27.000Z""",cncmqtt,cncmqtt/temp,temp,28
"""2025-10-14T11:40:27.000Z""",cnc,cnc/lathe/programpercent,lathe,67
"""2025-10-14T11:40:27.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:27.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:28.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:40:28.000Z""",demodata,demodata/hump,hump,16
"""2025-10-14T11:40:28.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:28.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:29.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:40:29.000Z""",demodata,demodata/hump,hump,15
"""2025-10-14T11:40:29.000Z""",cncmqtt,cncmqtt/temp,temp,30
"""2025-10-14T11:40:29.000Z""",cncmqtt,cncmqtt/hump,hump,23
"""2025-10-14T11:40:29.000Z""",cnc,cnc/lathe/x,lathe,61.08
"""2025-10-14T11:40:29.000Z""",cnc,cnc/lathe/z,lathe,3.94
"""2025-10-14T11:40:29.000Z""",cnc,cnc/lathe/programpercent,lathe,69
"""2025-10-14T11:40:29.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:29.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:30.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:40:30.000Z""",demodata,demodata/hump,hump,24
"""2025-10-14T11:40:30.000Z""",sensor,sensor/t5,t5,20.5
"""2025-10-14T11:40:30.000Z""",sensor,sensor/h5,h5,44
"""2025-10-14T11:40:31.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:40:31.000Z""",demodata,demodata/hump,hump,25
"""2025-10-14T11:40:31.000Z""",cncmqtt,cncmqtt/temp,temp,29
